Potency Qualifier	Potency vs Parasite (uMol)	Ion Regulation Activity	Ion Regulation Test Set	Smiles	InChI	IChI Key	Origin	ID: OSM Code	ID: MMV	ID: Internal OSM	ID: PubChem	ID: Chembl	ID: Commercial	ID: Other	Single Shot Inhibition %	Alternative EC50 from Chembl (uM)
	2.1	0	P	CC(C)CN1CCC(CC1)N(C)c2cc(NC(=O)c3cccc(C)c3)ccn2	InChI=1S/C23H32N4O/c1-17(2)16-27-12-9-21(10-13-27)26(4)22-15-20(8-11-24-22)25-23(28)19-7-5-6-18(3)14-19/h5-8,11,14-15,17,21H,9-10,12-13,16H2,1-4H3,(H,24,25,28)	VKIMNIFOQJKBSQ-UHFFFAOYSA-N	Pbox		MMV024829							
	1.9	0	P	Cc1nc([nH]c1C)c2cccc(NCc3ccccc3)c2	InChI=1S/C18H19N3/c1-13-14(2)21-18(20-13)16-9-6-10-17(11-16)19-12-15-7-4-3-5-8-15/h3-11,19H,12H2,1-2H3,(H,20,21)	LDRYEHCQZJVCHB-UHFFFAOYSA-N	Pbox		MMV023227							
	0.6	0	P	O=C(Nc1ccccc1)c2ccc(s2)c3cc4ccncc4cc3OC5CCNCC5	InChI=1S/C25H23N3O2S/c29-25(28-19-4-2-1-3-5-19)24-7-6-23(31-24)21-14-17-8-11-27-16-18(17)15-22(21)30-20-9-12-26-13-10-20/h1-8,11,14-16,20,26H,9-10,12-13H2,(H,28,29)	KDGAYIQHBSZFAC-UHFFFAOYSA-N	Pbox		MMV024035							
>	2	0	P	COc1ccc(CN2CCOc3ccc(cc3C2)C(C)(O)CN(C)C)cc1C	InChI=1S/C23H32N2O3/c1-17-12-18(6-8-21(17)27-5)14-25-10-11-28-22-9-7-20(13-19(22)15-25)23(2,26)16-24(3)4/h6-9,12-13,26H,10-11,14-16H2,1-5H3	JJFCZQQGKHAVJN-UHFFFAOYSA-N	Pbox		MMV008439							
	0.3	0	P	CC1(C)Cc2c(CO1)c(nc3snc(Br)c23)N4CCOCC4	InChI=1S/C15H18BrN3O2S/c1-15(2)7-9-10(8-21-15)13(19-3-5-20-6-4-19)17-14-11(9)12(16)18-22-14/h3-8H2,1-2H3	SDPWANAOAUDRFV-UHFFFAOYSA-N	Pbox		MMV687794							
>	2	0	P	CCc1ccc(cc1)C(NCc2nc(N)nc(n2)N(C)C)C(C)C	InChI=1S/C18H28N6/c1-6-13-7-9-14(10-8-13)16(12(2)3)20-11-15-21-17(19)23-18(22-15)24(4)5/h7-10,12,16,20H,6,11H2,1-5H3,(H2,19,21,22,23)	DGDABUQKZBKVNH-UHFFFAOYSA-N	Pbox		MMV1019989							
>	2	0	P	Cc1cc(C)nc(n1)n2nc(C)cc2Nc3ccccc3	InChI=1S/C16H17N5/c1-11-9-12(2)18-16(17-11)21-15(10-13(3)20-21)19-14-7-5-4-6-8-14/h4-10,19H,1-3H3	UDUZSGBDEHXQHL-UHFFFAOYSA-N	Pbox		MMV062221							
>	2	0	P	CC(C)N(Cc1ccccn1)Cc2csc(n2)c3oc(C)cc3	InChI=1S/C18H21N3OS/c1-13(2)21(10-15-6-4-5-9-19-15)11-16-12-23-18(20-16)17-8-7-14(3)22-17/h4-9,12-13H,10-11H2,1-3H3	CUYSQTKDDPCISN-UHFFFAOYSA-N	Pbox		MMV1088520							
>	2	0	P	Fc1ccccc1C2CC2C(=O)Nc3nc(cs3)c4ccccn4	InChI=1S/C18H14FN3OS/c19-14-6-2-1-5-11(14)12-9-13(12)17(23)22-18-21-16(10-24-18)15-7-3-4-8-20-15/h1-8,10,12-13H,9H2,(H,21,22,23)	POMXKKUDLGDXBN-UHFFFAOYSA-N	Pbox		MMV1028806							
>	2	0	P	CCCn1c(NC(=O)c2ccc3ccccc3n2)nc4ccccc14	InChI=1S/C20H18N4O/c1-2-13-24-18-10-6-5-9-16(18)22-20(24)23-19(25)17-12-11-14-7-3-4-8-15(14)21-17/h3-12H,2,13H2,1H3,(H,22,23,25)	DYGJLBLTVHZWLM-UHFFFAOYSA-N	Pbox		MMV1030799							
>	2	0	P	CCNC(=O)C(C)Nc1nc(nc2sc(C)c(C)c12)c3cccnc3	InChI=1S/C18H21N5OS/c1-5-20-17(24)11(3)21-16-14-10(2)12(4)25-18(14)23-15(22-16)13-7-6-8-19-9-13/h6-9,11H,5H2,1-4H3,(H,20,24)(H,21,22,23)	UOGMFXSUODVZOM-UHFFFAOYSA-N	Pbox		MMV1037162							
>	2	0	P	CNC(=O)CNc1nc(nc2scc(c3ccccc3)c12)c4ccccn4	InChI=1S/C20H17N5OS/c1-21-16(26)11-23-19-17-14(13-7-3-2-4-8-13)12-27-20(17)25-18(24-19)15-9-5-6-10-22-15/h2-10,12H,11H2,1H3,(H,21,26)(H,23,24,25)	RBKVRSJNDSUKEM-UHFFFAOYSA-N	Pbox		MMV1029203							
	0.4	0	P	CC1=NC2=NC=CN2C(NC3=CC=C(C(F)(F)F)C=C3)=C1	InChI=1S/C14H11F3N4/c1-9-8-12(21-7-6-18-13(21)19-9)20-11-4-2-10(3-5-11)14(15,16)17/h2-8,20H,1H3	YLMPCKDYBHCDDQ-UHFFFAOYSA-N	Pbox		MMV011229							
	0.1	0	P	Cc1ccc(cc1)-c1cc(c2cc(ccc2n1)Br)C(=O)Nc1cccnc1	InChI=1S/C22H16BrN3O/c1-14-4-6-15(7-5-14)21-12-19(18-11-16(23)8-9-20(18)26-21)22(27)25-17-3-2-10-24-13-17/h2-13H,1H3,(H,25,27)	MWJSPLARDCGVLH-UHFFFAOYSA-N	Pbox		MMV016838							
	0.1	0	P	Clc1ccc2nc(cc(c2c1)C(=O)NCCN1CCCC1)NCCN1CCOCC1	InChI=1S/C22H30ClN5O2/c23-17-3-4-20-18(15-17)19(22(29)25-6-10-27-7-1-2-8-27)16-21(26-20)24-5-9-28-11-13-30-14-12-28/h3-4,15-16H,1-2,5-14H2,(H,24,26)(H,25,29)	UBYPYZJJWXISEX-UHFFFAOYSA-N	Pbox		MMV634140							
	0.007	0	P	FC1(F)CCN(CCCCNc2cc(c3cc(ccc3n2)Cl)C(=O)NCCN2CCCC2)CC1	InChI=1S/C25H34ClF2N5O/c26-19-5-6-22-20(17-19)21(24(34)30-10-16-32-12-3-4-13-32)18-23(31-22)29-9-1-2-11-33-14-7-25(27,28)8-15-33/h5-6,17-18H,1-4,7-16H2,(H,29,31)(H,30,34)	BDFAHNBRQVAVII-UHFFFAOYSA-N	Pbox		MMV667494							
	0.3	0	P	Cc1cc(Cl)c(cc1OCC(=O)NC2CCCCC2)S(=O)(=O)N3CCCC3	InChI=1S/C19H27ClN2O4S/c1-14-11-16(20)18(27(24,25)22-9-5-6-10-22)12-17(14)26-13-19(23)21-15-7-3-2-4-8-15/h11-12,15H,2-10,13H2,1H3,(H,21,23)	JVNAVIBTZKVGIX-UHFFFAOYSA-N	Pbox		MMV006833							
	1	0	P	CC(C)N(Cc1ccccc1)S(=O)(=O)c2ccc(cc2)C(=O)Nc3cc(C)on3	InChI=1S/C21H23N3O4S/c1-15(2)24(14-17-7-5-4-6-8-17)29(26,27)19-11-9-18(10-12-19)21(25)22-20-13-16(3)28-23-20/h4-13,15H,14H2,1-3H3,(H,22,23,25)	IXIWWUXRQRPITR-UHFFFAOYSA-N	Pbox		MMV007133							
	0.6	0	P	COc1cc(OC)cc(c1)C(=O)NCC2Cc3cc(Cl)cc(c3O2)c4ccncc4	InChI=1S/C23H21ClN2O4/c1-28-18-9-16(10-19(12-18)29-2)23(27)26-13-20-8-15-7-17(24)11-21(22(15)30-20)14-3-5-25-6-4-14/h3-7,9-12,20H,8,13H2,1-2H3,(H,26,27)	ZSGOLBZIGDYMAO-UHFFFAOYSA-N	Pbox		MMV007471							
	0.8	0	P	Cc1cc(C)n(n1)c2ccc(NC(=O)C3CCN(Cc4cnc(C)s4)CC3)cc2	InChI=1S/C22H27N5OS/c1-15-12-16(2)27(25-15)20-6-4-19(5-7-20)24-22(28)18-8-10-26(11-9-18)14-21-13-23-17(3)29-21/h4-7,12-13,18H,8-11,14H2,1-3H3,(H,24,28)	KOYQCCHBZCHHPZ-UHFFFAOYSA-N	Pbox		MMV007625							
	1.4	0	P	Clc1ccccc1CSCc2oc(cc2)C(=O)NC3CC3	InChI=1S/C16H16ClNO2S/c17-14-4-2-1-3-11(14)9-21-10-13-7-8-15(20-13)16(19)18-12-5-6-12/h1-4,7-8,12H,5-6,9-10H2,(H,18,19)	TXHXIMGYVPSYFT-UHFFFAOYSA-N	Pbox		MMV007803							
	1.2	0	P	COc1ccc(CCN2CCC(CC2)NCc3cccc(c3)N(C)C)cc1	InChI=1S/C23H33N3O/c1-25(2)22-6-4-5-20(17-22)18-24-21-12-15-26(16-13-21)14-11-19-7-9-23(27-3)10-8-19/h4-10,17,21,24H,11-16,18H2,1-3H3	DAYCKTFSPUHBHK-UHFFFAOYSA-N	Pbox		MMV011511							
	0.3	0	P	FC(F)(F)c1cnc(Sc2oc(nn2)c3ccncc3)c(Cl)c1	InChI=1S/C13H6ClF3N4OS/c14-9-5-8(13(15,16)17)6-19-11(9)23-12-21-20-10(22-12)7-1-3-18-4-2-7/h1-6H	BQOMVBRKIWCRCU-UHFFFAOYSA-N	Pbox		MMV011765							
	1.3	0	P	CCOc1ccccc1C(=O)Nc2cccc(c2)c3nc4ncccn4c3C	InChI=1S/C22H20N4O2/c1-3-28-19-11-5-4-10-18(19)21(27)24-17-9-6-8-16(14-17)20-15(2)26-13-7-12-23-22(26)25-20/h4-14H,3H2,1-2H3,(H,24,27)	OCPFPYJVXUSXGP-UHFFFAOYSA-N	Pbox		MMV019790							
	0.1	0	P	CC(Nc1nncc(n1)c2ccc(cc2)C(F)(F)F)c3cn(C)nc3C	InChI=1S/C17H17F3N6/c1-10(14-9-26(3)25-11(14)2)22-16-23-15(8-21-24-16)12-4-6-13(7-5-12)17(18,19)20/h4-10H,1-3H3,(H,22,23,24)	LNPHKHANJCYWMS-UHFFFAOYSA-N	Pbox		MMV019993							
	0.5	0	P	CC(Nc1cc(Cl)ccc1N2CCOCC2)C(=O)N3CCCC(C)C3	InChI=1S/C19H28ClN3O2/c1-14-4-3-7-23(13-14)19(24)15(2)21-17-12-16(20)5-6-18(17)22-8-10-25-11-9-22/h5-6,12,14-15,21H,3-4,7-11,13H2,1-2H3	ZIXQOZABHRGIPJ-UHFFFAOYSA-N	Pbox		MMV020388							
	1.1	0	P	COc1ccc(cc1)c2cncc3ccc(nc23)C(=O)NCCCn4ccnc4	InChI=1S/C22H21N5O2/c1-29-18-6-3-16(4-7-18)19-14-24-13-17-5-8-20(26-21(17)19)22(28)25-9-2-11-27-12-10-23-15-27/h3-8,10,12-15H,2,9,11H2,1H3,(H,25,28)	HZXZTAAZILWOMG-UHFFFAOYSA-N	Pbox		MMV020670							
	0.1	0	P	CO\C=C(\C(=O)OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2	InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3/b17-13+	WFDXOXNFNRHQEC-GHRIWEEISA-N	Pbox		MMV021057							
	1.5	0	P	Nc1ncc(Br)cc1c2nc3cc(Cl)cnc3[nH]2	InChI=1S/C11H7BrClN5/c12-5-1-7(9(14)15-3-5)10-17-8-2-6(13)4-16-11(8)18-10/h1-4H,(H2,14,15)(H,16,17,18)	SERGCCVLLRWNTL-UHFFFAOYSA-N	Pbox		MMV676358							
	0.6	0	P	C(C1CC1)N2Cc3ccccc3OC4(CCN(Cc5c[nH]c6cnccc56)CC4)C2	InChI=1S/C25H30N4O/c1-2-4-24-20(3-1)16-29(15-19-5-6-19)18-25(30-24)8-11-28(12-9-25)17-21-13-27-23-14-26-10-7-22(21)23/h1-4,7,10,13-14,19,27H,5-6,8-9,11-12,15-18H2	FIJPKHXRKHDZOE-UHFFFAOYSA-N	Pbox		MMV023183							
	2	1	P	CCC1=CC(=O)N(C)C(=N1)SC(C)C(=O)Nc2ccc(F)cc2	InChI=1S/C16H18FN3O2S/c1-4-12-9-14(21)20(3)16(19-12)23-10(2)15(22)18-13-7-5-11(17)6-8-13/h5-10H,4H2,1-3H3,(H,18,22)	CDBWFBZJVOUMSG-UHFFFAOYSA-N	Pbox		MMV688980							
	1.4	0	P	CC(C)CNc1cc(nc2c([nH]nc12)-c1ccccc1)C	InChI=1S/C17H20N4/c1-11(2)10-18-14-9-12(3)19-17-15(20-21-16(14)17)13-7-5-4-6-8-13/h4-9,11H,10H2,1-3H3,(H,18,19)(H,20,21)	WQRRSTVFXTYOJZ-UHFFFAOYSA-N	Pbox		MMV021375							
	ND	0	P	O=C(C1CCN(CC1)c2nnnn2c3ccccc3)N4CCc5ccccc5C4	InChI=1S/C22H24N6O/c29-21(27-15-10-17-6-4-5-7-19(17)16-27)18-11-13-26(14-12-18)22-23-24-25-28(22)20-8-2-1-3-9-20/h1-9,18H,10-16H2	MXGQUMNBFGOVSM-UHFFFAOYSA-N	Pbox		MMV009135							
	ND		P	CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3	InChI=1S/C19H23ClN2/c1-21-12-5-13-22(15-14-21)19(16-6-3-2-4-7-16)17-8-10-18(20)11-9-17/h2-4,6-11,19H,5,12-15H2,1H3	WEUCDJCFJHYFRL-UHFFFAOYSA-N	Pbox		MMV004168							
	ND		P	CCOC(=O)c1noc(N)c1c2ccccc2	InChI=1S/C12H12N2O3/c1-2-16-12(15)10-9(11(13)17-14-10)8-6-4-3-5-7-8/h3-7H,2,13H2,1H3	VSCAOMUSYLNUIK-UHFFFAOYSA-N	Pbox		MMV1236379							
	ND		P	CNC(=O)C1Cc2ccccc2N1C(=O)Cc3ccc(F)cc3	InChI=1S/C18H17FN2O2/c1-20-18(23)16-11-13-4-2-3-5-15(13)21(16)17(22)10-12-6-8-14(19)9-7-12/h2-9,16H,10-11H2,1H3,(H,20,23)	DGMCJLTWFVDVMD-UHFFFAOYSA-N	Pbox		MMV188296							
	ND		P	CCC(=O)Nc1ccccc1C(=O)Nc2ccccn2	InChI=1S/C15H15N3O2/c1-2-14(19)17-12-8-4-3-7-11(12)15(20)18-13-9-5-6-10-16-13/h3-10H,2H2,1H3,(H,17,19)(H,16,18,20)	OZZCAQRFCLRFJS-UHFFFAOYSA-N	Pbox		MMV202553							
	ND		P	OB1OCc2ccc(NC(=O)c3ccccc3C(F)(F)F)cc12	InChI=1S/C15H11BF3NO3/c17-15(18,19)12-4-2-1-3-11(12)14(21)20-10-6-5-9-8-23-16(22)13(9)7-10/h1-7,22H,8H2,(H,20,21)	YFIUIQDIYVFGFI-UHFFFAOYSA-N	Pbox		MMV652003							
	ND		P	COc1ccc(cc1c2cn(nn2)c3ccc(cc3)C(=N)N)C(=N)N	InChI=1S/C17H17N7O/c1-25-15-7-4-11(17(20)21)8-13(15)14-9-24(23-22-14)12-5-2-10(3-6-12)16(18)19/h2-9H,1H3,(H3,18,19)(H3,20,21)	COPJJLIBBWNVEG-UHFFFAOYSA-N	Pbox		MMV675998							
	ND		P	CN(CCc1ccccc1)c2nc(nc(C)c2Cl)c3ccccn3	InChI=1S/C19H19ClN4/c1-14-17(20)19(23-18(22-14)16-10-6-7-12-21-16)24(2)13-11-15-8-4-3-5-9-15/h3-10,12H,11,13H2,1-2H3	XSMBMYSEWPXVEN-UHFFFAOYSA-N	Pbox		MMV658988							
	ND		P	Cc1nc(nc(N2CCC(Cc3ccccc3)C2)c1Cl)c4ccccn4	InChI=1S/C21H21ClN4/c1-15-19(22)21(25-20(24-15)18-9-5-6-11-23-18)26-12-10-17(14-26)13-16-7-3-2-4-8-16/h2-9,11,17H,10,12-14H2,1H3	AULZAOYATYMWMK-UHFFFAOYSA-N	Pbox		MMV659004							
	ND		P	OC(=O)c1cccc2oc(nc12)c3cccc(O)c3NC(=O)c4cc(on4)c5ccccc5	InChI=1S/C24H15N3O6/c28-17-10-4-8-14(23-26-21-15(24(30)31)9-5-11-18(21)32-23)20(17)25-22(29)16-12-19(33-27-16)13-6-2-1-3-7-13/h1-12,28H,(H,25,29)(H,30,31)	ROPURQARGDTBBZ-UHFFFAOYSA-N	Pbox		MMV676008							
	ND		P	Clc1ccc(Cl)c(CO[C@H]2CCCC[C@@H]2n3ccnc3)c1	InChI=1S/C16H18Cl2N2O/c17-13-5-6-14(18)12(9-13)10-21-16-4-2-1-3-15(16)20-8-7-19-11-20/h5-9,11,15-16H,1-4,10H2/t15-,16-/m0/s1	UZJXFKKOVXHTAZ-HOTGVXAUSA-N	Pbox		MMV676048							
	ND		P	C1CN(CCO1)c2cc(n[nH]2)c3ccc(Oc4ccccc4)cc3	InChI=1S/C19H19N3O2/c1-2-4-16(5-3-1)24-17-8-6-15(7-9-17)18-14-19(21-20-18)22-10-12-23-13-11-22/h1-9,14H,10-13H2,(H,20,21)	WQWBZRVAFAMASC-UHFFFAOYSA-N	Pbox		MMV045105							
	ND		P	CC(C)(C)OC(=O)N1CCN(CC1)c2cc(n[nH]2)c3ccc(Oc4ccccc4)cc3	InChI=1S/C24H28N4O3/c1-24(2,3)31-23(29)28-15-13-27(14-16-28)22-17-21(25-26-22)18-9-11-20(12-10-18)30-19-7-5-4-6-8-19/h4-12,17H,13-16H2,1-3H3,(H,25,26)	OBTIKAOBUGEQKB-UHFFFAOYSA-N	Pbox		MMV676057							
	ND		P	FC(F)(F)c1cc(NCCc2ccccc2)nc(n1)c3ccccn3	InChI=1S/C18H15F3N4/c19-18(20,21)15-12-16(23-11-9-13-6-2-1-3-7-13)25-17(24-15)14-8-4-5-10-22-14/h1-8,10,12H,9,11H2,(H,23,24,25)	PLGDVRBIRVMWOY-UHFFFAOYSA-N	Pbox		MMV659010							
	ND		P	Clc1cccc(CO[C@H]2CCc3ccccc3[C@@H]2n4ccnn4)c1	InChI=1S/C19H18ClN3O/c20-16-6-3-4-14(12-16)13-24-18-9-8-15-5-1-2-7-17(15)19(18)23-11-10-21-22-23/h1-7,10-12,18-19H,8-9,13H2/t18-,19-/m0/s1	HOPAEXGXDXUDED-OALUTQOASA-N	Pbox		MMV676159							
	ND		P	C(N1CCOCC1)c2cc(n[nH]2)c3ccc(Oc4ccccc4)cc3	InChI=1S/C20H21N3O2/c1-2-4-18(5-3-1)25-19-8-6-16(7-9-19)20-14-17(21-22-20)15-23-10-12-24-13-11-23/h1-9,14H,10-13,15H2,(H,21,22)	VYVNAJNUWNGZOF-UHFFFAOYSA-N	Pbox		MMV676161							
	ND		P	OC(=O)c1cccc2oc(nc12)c3ccccc3NC(=O)c4ccccc4	InChI=1S/C21H14N2O4/c24-19(13-7-2-1-3-8-13)22-16-11-5-4-9-14(16)20-23-18-15(21(25)26)10-6-12-17(18)27-20/h1-12H,(H,22,24)(H,25,26)	FIEWOUZYTHWIGD-UHFFFAOYSA-N	Pbox		MMV676162							
	ND		P	Cc1nc(nc(NCCc2ccc(cc2)S(=O)(=O)C)c1Cl)c3ccccn3	InChI=1S/C19H19ClN4O2S/c1-13-17(20)19(24-18(23-13)16-5-3-4-11-21-16)22-12-10-14-6-8-15(9-7-14)27(2,25)26/h3-9,11H,10,12H2,1-2H3,(H,22,23,24)	UYLYXPZYFFLBLV-UHFFFAOYSA-N	Pbox		MMV658993							
	ND		P	COC(=O)c1cccc2oc(nc12)c3cccc(OC)c3NC(=O)c4cc(on4)c5ccccc5	InChI=1S/C26H19N3O6/c1-32-19-12-6-10-16(25-28-23-17(26(31)33-2)11-7-13-20(23)34-25)22(19)27-24(30)18-14-21(35-29-18)15-8-4-3-5-9-15/h3-14H,1-2H3,(H,27,30)	FKKOFCADPKTONJ-UHFFFAOYSA-N	Pbox		MMV676186							
	ND		P	CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2	InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3	RTHCYVBBDHJXIQ-UHFFFAOYSA-N	Pbox		MMV001561							
	ND		P	CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5	InChI=1S/C26H30N6O3/c1-30-12-14-31(15-13-30)20-10-8-19(9-11-20)25(33)27-24-21-16-32(17-22(21)28-29-24)26(34)23(35-2)18-6-4-3-5-7-18/h3-11,23H,12-17H2,1-2H3,(H2,27,28,29,33)/t23-/m1/s1	XKFTZKGMDDZMJI-HSZRJFAPSA-N	Pbox		MMV676600							
	ND		P	CNC(=O)c1nn(C)c2c3nc(Nc4ccc(cc4)N5CCN(C)CC5)ncc3CC(C)(C)c12	InChI=1S/C25H32N8O/c1-25(2)14-16-15-27-24(29-20(16)22-19(25)21(23(34)26-3)30-32(22)5)28-17-6-8-18(9-7-17)33-12-10-31(4)11-13-33/h6-9,15H,10-14H2,1-5H3,(H,26,34)(H,27,28,29)	RXZMYLDMFYNEIM-UHFFFAOYSA-N	Pbox		MMV676602							
	ND		P	CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)C)n2	InChI=1S/C18H21N5O2S/c1-12(2)23-13(3)20-11-17(23)16-9-10-19-18(22-16)21-14-5-7-15(8-6-14)26(4,24)25/h5-12H,1-4H3,(H,19,21,22)	WJRRGYBTGDJBFX-UHFFFAOYSA-N	Pbox		MMV676604							
	ND		P	C1CN(CCN1)c2cc(n[nH]2)c3ccc(Oc4ccccc4)cc3	InChI=1S/C19H20N4O/c1-2-4-16(5-3-1)24-17-8-6-15(7-9-17)18-14-19(22-21-18)23-12-10-20-11-13-23/h1-9,14,20H,10-13H2,(H,21,22)	JBAGAKSCBHZIIC-UHFFFAOYSA-N	Pbox		MMV687706							
	ND		P	C1CC(CCO1)c2cc(n[nH]2)c3ccc(Oc4ccccc4)cc3	InChI=1S/C20H20N2O2/c1-2-4-17(5-3-1)24-18-8-6-15(7-9-18)19-14-20(22-21-19)16-10-12-23-13-11-16/h1-9,14,16H,10-13H2,(H,21,22)	WOXGYLMTLBWAOJ-UHFFFAOYSA-N	Pbox		MMV687762							
	ND		P	NC(=N)Nc1ccc(c(Cl)c1)c2oc(cc2)c3ccc(NC(=N)N)cc3Cl	InChI=1S/C18H16Cl2N6O/c19-13-7-9(25-17(21)22)1-3-11(13)15-5-6-16(27-15)12-4-2-10(8-14(12)20)26-18(23)24/h1-8H,(H4,21,22,25)(H4,23,24,26)	SEUQKSILENGZBY-UHFFFAOYSA-N	Pbox		MMV688179							
	ND		P	Cc1nn(C)c(C)c1NS(=O)(=O)c2c(Cl)cc(cc2Cl)c3ccnc(c3)N4CCNCC4	InChI=1S/C21H24Cl2N6O2S/c1-13-20(14(2)28(3)26-13)27-32(30,31)21-17(22)10-16(11-18(21)23)15-4-5-25-19(12-15)29-8-6-24-7-9-29/h4-5,10-12,24,27H,6-9H2,1-3H3	XMBSZPZJLPTFMV-UHFFFAOYSA-N	Pbox		MMV688180							
	ND		P	NC(=N)Nc1ccc(cc1Cl)c2oc(cc2)c3ccc(N=C(N)N)c(Cl)c3	InChI=1S/C18H16Cl2N6O/c19-11-7-9(1-3-13(11)25-17(21)22)15-5-6-16(27-15)10-2-4-14(12(20)8-10)26-18(23)24/h1-8H,(H4,21,22,25)(H4,23,24,26)	FDUHUAOVUUJXMZ-UHFFFAOYSA-N	Pbox		MMV688271							
	ND		P	Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1	InChI=1S/C21H16ClFN4O/c22-18-10-16(5-7-20(18)28-11-13-2-1-3-14(23)8-13)27-21-17-9-15(24)4-6-19(17)25-12-26-21/h1-10,12H,11,24H2,(H,25,26,27)	FBSYJUVNGAMMOK-UHFFFAOYSA-N	Pbox		MMV688273							
	ND		P	Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=O)CN5CCOCC5)cc34)cc2Cl)c1	InChI=1S/C27H25ClFN5O3/c28-23-14-21(5-7-25(23)37-16-18-2-1-3-19(29)12-18)33-27-22-13-20(4-6-24(22)30-17-31-27)32-26(35)15-34-8-10-36-11-9-34/h1-7,12-14,17H,8-11,15-16H2,(H,32,35)(H,30,31,33)	LAQYAAXZGKIYMG-UHFFFAOYSA-N	Pbox		MMV688274							
	ND		P	CC1=Nc2ccc(Cl)cc2C(O)(N1CCN3CCCCC3)c4ccc(C)cc4	InChI=1S/C23H28ClN3O/c1-17-6-8-19(9-7-17)23(28)21-16-20(24)10-11-22(21)25-18(2)27(23)15-14-26-12-4-3-5-13-26/h6-11,16,28H,3-5,12-15H2,1-2H3	BAKRJLKWGGXQFY-UHFFFAOYSA-N	Pbox		MMV688279							
	ND		P	CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3ccc4c(Nc5ncc(Cl)cn5)ccnc4c3	InChI=1S/C24H23ClN6O2S/c1-30-10-12-31(13-11-30)34(32,33)20-5-2-17(3-6-20)18-4-7-21-22(8-9-26-23(21)14-18)29-24-27-15-19(25)16-28-24/h2-9,14-16H,10-13H2,1H3,(H,26,27,28,29)	VBWDUFMYAFZXFX-UHFFFAOYSA-N	Pbox		MMV688283							
	ND		P	COc1ccc(cc1OCc2ccccn2)C3=NN(C4CCCCCC4)C(=O)C3(C)C	InChI=1S/C25H31N3O3/c1-25(2)23(27-28(24(25)29)20-11-6-4-5-7-12-20)18-13-14-21(30-3)22(16-18)31-17-19-10-8-9-15-26-19/h8-10,13-16,20H,4-7,11-12,17H2,1-3H3	OAUPSHKTJBGBLG-UHFFFAOYSA-N	Pbox		MMV688360							
	ND		P	C1CN=C(N1)c2ccc(cc2)c3cc(on3)c4cccc(c4)C5=NCCN5	InChI=1S/C21H19N5O/c1-2-16(12-17(3-1)21-24-10-11-25-21)19-13-18(26-27-19)14-4-6-15(7-5-14)20-22-8-9-23-20/h1-7,12-13H,8-11H2,(H,22,23)(H,24,25)	QCGVWURENBVVQG-UHFFFAOYSA-N	Pbox		MMV688361							
	ND		P	COc1cc(cc2cc(oc12)c3ccc(cc3)C4=NCCN4)C5=NCCN5	InChI=1S/C21H20N4O2/c1-26-18-12-16(21-24-8-9-25-21)10-15-11-17(27-19(15)18)13-2-4-14(5-3-13)20-22-6-7-23-20/h2-5,10-12H,6-9H2,1H3,(H,22,23)(H,24,25)	SCGRUHAJSQVIGC-UHFFFAOYSA-N	Pbox		MMV688362							
	ND		P	NCCN(C(=O)c1ccc(Cl)cc1Cl)c2ccc(OCc3ccc(Cl)cc3)cc2	InChI=1S/C22H19Cl3N2O2/c23-16-3-1-15(2-4-16)14-29-19-8-6-18(7-9-19)27(12-11-26)22(28)20-10-5-17(24)13-21(20)25/h1-10,13H,11-12,14,26H2	KKZDZTJFDLFERF-UHFFFAOYSA-N	Pbox		MMV688371							
	ND		P	COc1cc(ccc1c2cn(nn2)c3cccc(c3)C4=NCCN4)C5=NCCN5	InChI=1S/C21H21N7O/c1-29-19-12-15(21-24-9-10-25-21)5-6-17(19)18-13-28(27-26-18)16-4-2-3-14(11-16)20-22-7-8-23-20/h2-6,11-13H,7-10H2,1H3,(H,22,23)(H,24,25)	QFPXBVYGCDAYMW-UHFFFAOYSA-N	Pbox		MMV688407							
	ND		P	CN(C)CC(=O)NCCN1C(c2ccccc2)c3cc(Cl)ccc3N=C1C	InChI=1S/C21H25ClN4O/c1-15-24-19-10-9-17(22)13-18(19)21(16-7-5-4-6-8-16)26(15)12-11-23-20(27)14-25(2)3/h4-10,13,21H,11-12,14H2,1-3H3,(H,23,27)	PYIOPAPWQWWKQU-UHFFFAOYSA-N	Pbox		MMV688410							
